위도(x),경도(y),행정동,상태,원본 경로,예측 경로,점검일
37.52126,127.017278,잠원동,grid_cover,,,2024-11-21 14:31:07
37.52126,127.017278,잠원동,grid_cover,,,2024-10-14 06:10:00
37.52126,127.017278,잠원동,grid_2,,,2025-07-11 07:54:55
37.52126,127.017278,잠원동,grid_1,,,2025-05-05 17:57:24
37.52126,127.017278,잠원동,grid_cover,,,2025-06-05 12:36:38
37.479976,127.000664,방배3동,grid_1,,,2025-08-02 19:19:31
37.479976,127.000664,방배3동,grid_0,,,2024-12-18 20:04:50
37.479976,127.000664,방배3동,grid_0,,,2025-03-16 00:28:32
37.479976,127.000664,방배3동,grid_2,,,2025-05-18 21:34:55
37.479976,127.000664,방배3동,grid_0,,,2024-09-23 13:46:58
37.483796,127.0095,서초3동,grid_2,,,2025-01-17 23:39:24
37.483796,127.0095,서초3동,grid_0,,,2025-06-12 03:58:18
37.483796,127.0095,서초3동,grid_0,,,2025-06-10 04:57:57
37.483796,127.0095,서초3동,grid_1,,,2025-08-07 00:27:47
37.483796,127.0095,서초3동,grid_2,,,2024-09-10 04:39:50
37.477812,127.034202,양재1동,grid_2,,,2025-07-25 08:35:34
37.477812,127.034202,양재1동,grid_1,,,2025-04-12 14:06:55
37.477812,127.034202,양재1동,grid_0,,,2024-12-16 02:23:06
37.477812,127.034202,양재1동,grid_cover,,,2024-10-09 08:28:59
37.477812,127.034202,양재1동,grid_1,,,2024-09-04 13:09:05
37.465084,127.029849,양재1동,grid_cover,,,2025-08-25 02:53:28
37.465084,127.029849,양재1동,grid_1,,,2024-11-13 08:33:08
37.465084,127.029849,양재1동,grid_0,,,2025-01-28 18:44:13
37.465084,127.029849,양재1동,grid_1,,,2025-07-24 12:24:47
37.465084,127.029849,양재1동,grid_1,,,2025-03-31 03:39:41
37.465195,127.018312,양재1동,grid_2,,,2024-09-25 02:55:27
37.465195,127.018312,양재1동,grid_cover,,,2025-02-02 22:36:37
37.465195,127.018312,양재1동,grid_0,,,2025-07-24 13:31:38
37.465195,127.018312,양재1동,grid_cover,,,2025-05-05 03:57:25
37.465195,127.018312,양재1동,grid_2,,,2024-12-29 03:12:19
37.466717,127.053837,내곡동,grid_0,,,2025-06-24 20:35:04
37.466717,127.053837,내곡동,grid_2,,,2025-03-26 01:52:06
37.466717,127.053837,내곡동,grid_cover,,,2025-04-16 15:52:23
37.466717,127.053837,내곡동,grid_2,,,2025-01-24 01:53:14
37.466717,127.053837,내곡동,grid_1,,,2024-11-30 16:08:47
37.511934,127.01054,잠원동,grid_2,,,2025-09-07 00:24:51
37.511934,127.01054,잠원동,grid_0,,,2024-11-19 06:38:59
37.511934,127.01054,잠원동,grid_0,,,2024-09-14 07:39:12
37.511934,127.01054,잠원동,grid_1,,,2024-09-27 15:51:12
37.511934,127.01054,잠원동,grid_0,,,2025-04-06 13:12:34
37.521457,127.011679,잠원동,grid_cover,,,2025-05-07 22:16:03
37.521457,127.011679,잠원동,grid_0,,,2025-04-11 03:25:50
37.521457,127.011679,잠원동,grid_0,,,2025-05-28 12:53:02
37.521457,127.011679,잠원동,grid_1,,,2025-04-14 08:46:39
37.521457,127.011679,잠원동,grid_cover,,,2025-05-24 20:49:14
37.483474,127.005836,서초3동,grid_0,,,2024-12-03 11:30:23
37.483474,127.005836,서초3동,grid_1,,,2024-11-25 10:06:10
37.483474,127.005836,서초3동,grid_1,,,2024-12-18 17:02:34
37.483474,127.005836,서초3동,grid_cover,,,2024-09-05 14:58:12
37.483474,127.005836,서초3동,grid_1,,,2025-08-11 04:52:31
37.473046,127.00555,방배3동,grid_cover,,,2025-06-25 02:33:29
37.473046,127.00555,방배3동,grid_2,,,2024-10-08 13:19:48
37.473046,127.00555,방배3동,grid_2,,,2025-06-02 14:38:30
37.473046,127.00555,방배3동,grid_2,,,2024-10-24 05:36:20
37.473046,127.00555,방배3동,grid_2,,,2024-12-19 17:46:25
37.472961,127.008202,방배3동,grid_1,,,2025-04-26 05:37:34
37.472961,127.008202,방배3동,grid_1,,,2024-12-22 12:26:56
37.472961,127.008202,방배3동,grid_2,,,2025-06-16 12:26:02
37.472961,127.008202,방배3동,grid_0,,,2025-03-08 01:29:16
37.472961,127.008202,방배3동,grid_cover,,,2025-05-31 21:13:05
37.5127,127.009939,잠원동,grid_0,,,2025-02-23 20:59:46
37.5127,127.009939,잠원동,grid_cover,,,2024-10-16 07:20:01
37.5127,127.009939,잠원동,grid_2,,,2024-11-18 07:59:31
37.5127,127.009939,잠원동,grid_cover,,,2025-08-03 15:56:00
37.5127,127.009939,잠원동,grid_0,,,2025-01-24 02:13:34
37.477643,127.040216,양재1동,grid_0,,,2025-02-11 03:49:27
37.477643,127.040216,양재1동,grid_1,,,2024-12-26 22:46:41
37.477643,127.040216,양재1동,grid_1,,,2024-12-07 11:41:44
37.477643,127.040216,양재1동,grid_1,,,2024-11-21 08:53:59
37.477643,127.040216,양재1동,grid_0,,,2025-06-29 05:49:04
37.491963,126.98949,방배4동,grid_cover,,,2025-04-04 14:37:58
37.491963,126.98949,방배4동,grid_0,,,2024-09-14 13:58:11
37.491963,126.98949,방배4동,grid_0,,,2024-11-27 02:06:11
37.491963,126.98949,방배4동,grid_1,,,2025-05-29 03:52:40
37.491963,126.98949,방배4동,grid_0,,,2024-11-01 09:22:02
37.463505,127.05783,내곡동,grid_2,,,2025-02-14 16:58:37
37.463505,127.05783,내곡동,grid_0,,,2024-11-01 21:47:19
37.463505,127.05783,내곡동,grid_2,,,2024-12-30 21:34:38
37.463505,127.05783,내곡동,grid_1,,,2025-01-09 23:44:43
37.463505,127.05783,내곡동,grid_cover,,,2025-04-18 15:04:46
37.487834,127.024474,서초2동,grid_cover,,,2024-12-30 21:41:18
37.487834,127.024474,서초2동,grid_2,,,2025-04-23 00:18:14
37.487834,127.024474,서초2동,grid_0,,,2024-12-03 11:07:51
37.487834,127.024474,서초2동,grid_0,,,2025-01-25 05:46:34
37.487834,127.024474,서초2동,grid_0,,,2025-03-27 11:20:30
37.492916,127.027381,서초2동,grid_2,,,2025-06-08 12:26:59
37.492916,127.027381,서초2동,grid_1,,,2025-04-26 19:56:48
37.492916,127.027381,서초2동,grid_cover,,,2025-05-24 04:58:33
37.492916,127.027381,서초2동,grid_1,,,2024-09-08 06:18:34
37.492916,127.027381,서초2동,grid_2,,,2025-01-21 10:43:54
37.488787,127.010412,서초3동,grid_1,,,2024-09-26 18:41:54
37.488787,127.010412,서초3동,grid_0,,,2025-08-16 02:32:34
37.488787,127.010412,서초3동,grid_2,,,2025-05-22 14:37:12
37.488787,127.010412,서초3동,grid_1,,,2025-04-16 23:55:04
37.488787,127.010412,서초3동,grid_cover,,,2024-10-17 19:58:52
37.495325,127.019736,서초1동,grid_1,,,2025-01-07 10:55:28
37.495325,127.019736,서초1동,grid_0,,,2024-12-01 03:15:20
37.495325,127.019736,서초1동,grid_0,,,2025-05-01 10:08:17
37.495325,127.019736,서초1동,grid_cover,,,2025-01-30 15:57:18
37.495325,127.019736,서초1동,grid_0,,,2025-09-08 10:52:55
37.480181,127.032302,양재1동,grid_cover,,,2025-06-29 23:28:40
37.480181,127.032302,양재1동,grid_cover,,,2025-09-04 15:33:54
37.480181,127.032302,양재1동,grid_2,,,2025-05-30 01:24:13
37.480181,127.032302,양재1동,grid_1,,,2025-08-01 03:24:01
37.480181,127.032302,양재1동,grid_cover,,,2025-08-01 15:27:21
37.486827,127.01889,서초1동,grid_0,,,2025-08-09 10:59:16
37.486827,127.01889,서초1동,grid_0,,,2024-12-16 00:56:23
37.486827,127.01889,서초1동,grid_0,,,2025-05-23 01:30:55
37.486827,127.01889,서초1동,grid_0,,,2025-05-04 10:47:59
37.486827,127.01889,서초1동,grid_0,,,2025-08-29 21:56:11
37.46967,126.987483,방배2동,grid_0,,,2024-11-09 13:08:14
37.46967,126.987483,방배2동,grid_0,,,2025-01-09 21:30:05
37.46967,126.987483,방배2동,grid_1,,,2025-05-07 22:34:53
37.46967,126.987483,방배2동,grid_cover,,,2025-02-15 04:09:26
37.46967,126.987483,방배2동,grid_1,,,2025-05-01 09:12:51
37.500667,127.00168,반포4동,grid_0,,,2024-10-16 15:24:34
37.500667,127.00168,반포4동,grid_0,,,2025-04-30 14:33:07
37.500667,127.00168,반포4동,grid_1,,,2025-04-21 18:55:48
37.500667,127.00168,반포4동,grid_0,,,2024-11-19 23:28:03
37.500667,127.00168,반포4동,grid_0,,,2025-01-18 13:33:36
37.46892,127.044714,양재2동,grid_2,,,2025-09-07 16:57:50
37.46892,127.044714,양재2동,grid_0,,,2025-05-22 21:13:49
37.46892,127.044714,양재2동,grid_0,,,2024-09-03 13:14:25
37.46892,127.044714,양재2동,grid_2,,,2025-06-09 00:46:35
37.46892,127.044714,양재2동,grid_2,,,2025-06-02 05:27:32
37.491172,127.022498,서초1동,grid_2,,,2024-12-29 01:39:26
37.491172,127.022498,서초1동,grid_cover,,,2024-09-28 06:23:23
37.491172,127.022498,서초1동,grid_2,,,2024-12-22 05:44:13
37.491172,127.022498,서초1동,grid_2,,,2024-11-08 12:58:34
37.491172,127.022498,서초1동,grid_2,,,2025-02-19 18:02:04
37.503949,126.995584,반포2동,grid_1,,,2025-05-07 23:21:23
37.503949,126.995584,반포2동,grid_0,,,2025-07-18 03:37:12
37.503949,126.995584,반포2동,grid_2,,,2024-11-21 09:21:12
37.503949,126.995584,반포2동,grid_0,,,2025-05-21 04:05:29
37.503949,126.995584,반포2동,grid_1,,,2025-03-10 20:09:40
37.470158,127.035362,양재2동,grid_0,,,2024-12-16 22:19:22
37.470158,127.035362,양재2동,grid_cover,,,2024-10-10 20:59:14
37.470158,127.035362,양재2동,grid_0,,,2025-01-26 04:17:43
37.470158,127.035362,양재2동,grid_0,,,2024-11-25 07:39:04
37.470158,127.035362,양재2동,grid_0,,,2024-12-06 22:40:18
37.486453,126.99031,방배1동,grid_2,,,2025-06-18 09:17:13
37.486453,126.99031,방배1동,grid_0,,,2025-08-31 22:45:25
37.486453,126.99031,방배1동,grid_1,,,2024-11-30 17:50:35
37.486453,126.99031,방배1동,grid_0,,,2025-05-09 13:14:43
37.486453,126.99031,방배1동,grid_0,,,2025-03-16 01:10:17
37.504775,127.017065,반포1동,grid_0,,,2025-01-26 07:53:12
37.504775,127.017065,반포1동,grid_1,,,2025-06-13 17:01:13
37.504775,127.017065,반포1동,grid_cover,,,2025-07-20 14:14:09
37.504775,127.017065,반포1동,grid_0,,,2025-05-30 04:26:33
37.504775,127.017065,반포1동,grid_2,,,2025-05-10 19:06:57
37.502278,127.022363,서초4동,grid_1,,,2025-07-05 01:29:54
37.502278,127.022363,서초4동,grid_cover,,,2024-12-16 01:19:42
37.502278,127.022363,서초4동,grid_1,,,2025-07-16 23:16:16
37.502278,127.022363,서초4동,grid_2,,,2025-08-06 01:05:18
37.502278,127.022363,서초4동,grid_1,,,2025-07-17 19:42:00
37.480059,127.008675,서초3동,grid_2,,,2024-11-29 10:01:10
37.480059,127.008675,서초3동,grid_1,,,2025-08-09 15:51:35
37.480059,127.008675,서초3동,grid_0,,,2024-12-21 05:04:11
37.480059,127.008675,서초3동,grid_cover,,,2024-11-02 16:29:25
37.480059,127.008675,서초3동,grid_0,,,2025-07-22 09:53:54
37.525461,127.01273,잠원동,grid_2,,,2024-10-09 16:08:26
37.525461,127.01273,잠원동,grid_cover,,,2024-12-16 02:33:56
37.525461,127.01273,잠원동,grid_0,,,2025-08-30 02:15:08
37.525461,127.01273,잠원동,grid_1,,,2024-09-04 05:45:45
37.525461,127.01273,잠원동,grid_0,,,2025-08-29 19:04:13
37.469118,126.995741,방배3동,grid_cover,,,2025-03-03 00:54:26
37.469118,126.995741,방배3동,grid_0,,,2024-09-03 04:08:34
37.469118,126.995741,방배3동,grid_0,,,2025-09-07 05:05:35
37.469118,126.995741,방배3동,grid_0,,,2025-01-23 18:44:18
37.469118,126.995741,방배3동,grid_1,,,2025-07-14 15:19:23
37.48046,127.02995,서초2동,grid_0,,,2025-08-27 04:52:50
37.48046,127.02995,서초2동,grid_0,,,2025-08-13 01:29:03
37.48046,127.02995,서초2동,grid_1,,,2024-12-31 01:20:25
37.48046,127.02995,서초2동,grid_0,,,2025-07-26 07:02:04
37.48046,127.02995,서초2동,grid_0,,,2024-11-21 15:31:49
37.460952,127.015782,양재1동,grid_0,,,2025-04-25 03:57:51
37.460952,127.015782,양재1동,grid_1,,,2025-08-04 06:24:57
37.460952,127.015782,양재1동,grid_1,,,2024-10-05 15:51:06
37.460952,127.015782,양재1동,grid_2,,,2025-04-07 01:26:09
37.460952,127.015782,양재1동,grid_0,,,2025-07-03 01:50:23
37.462558,127.009309,양재1동,grid_cover,,,2024-10-12 22:19:31
37.462558,127.009309,양재1동,grid_2,,,2025-03-30 07:39:03
37.462558,127.009309,양재1동,grid_cover,,,2025-04-20 05:05:40
37.462558,127.009309,양재1동,grid_1,,,2024-10-19 15:54:40
37.462558,127.009309,양재1동,grid_0,,,2025-06-18 09:11:07
37.505232,126.985788,반포본동,grid_0,,,2025-08-31 05:19:58
37.505232,126.985788,반포본동,grid_0,,,2025-08-31 15:17:31
37.505232,126.985788,반포본동,grid_2,,,2025-02-07 01:03:42
37.505232,126.985788,반포본동,grid_2,,,2025-07-24 20:12:31
37.505232,126.985788,반포본동,grid_0,,,2025-01-04 22:12:16
37.503655,126.993678,반포2동,grid_1,,,2025-04-12 02:25:46
37.503655,126.993678,반포2동,grid_0,,,2025-02-20 23:20:11
37.503655,126.993678,반포2동,grid_0,,,2024-09-20 09:31:32
37.503655,126.993678,반포2동,grid_0,,,2025-01-30 05:23:37
37.503655,126.993678,반포2동,grid_0,,,2024-12-27 22:50:31
37.481719,127.027061,서초2동,grid_2,,,2025-05-25 12:42:02
37.481719,127.027061,서초2동,grid_1,,,2025-09-05 17:05:56
37.481719,127.027061,서초2동,grid_cover,,,2025-02-01 13:26:07
37.481719,127.027061,서초2동,grid_0,,,2024-10-17 23:20:12
37.481719,127.027061,서초2동,grid_1,,,2025-03-01 20:43:07
37.507932,127.009498,반포3동,grid_0,,,2024-12-04 10:35:39
37.507932,127.009498,반포3동,grid_2,,,2025-05-12 20:09:23
37.507932,127.009498,반포3동,grid_2,,,2025-08-09 12:53:21
37.507932,127.009498,반포3동,grid_0,,,2024-10-29 04:41:59
37.507932,127.009498,반포3동,grid_cover,,,2025-06-19 10:55:29
37.489627,127.020008,서초1동,grid_2,,,2024-12-12 00:13:33
37.489627,127.020008,서초1동,grid_2,,,2025-05-29 17:38:26
37.489627,127.020008,서초1동,grid_0,,,2025-01-16 06:14:22
37.489627,127.020008,서초1동,grid_cover,,,2025-03-14 10:45:56
37.489627,127.020008,서초1동,grid_cover,,,2024-12-09 09:30:19
37.489825,126.992682,방배4동,grid_0,,,2025-08-23 20:57:38
37.489825,126.992682,방배4동,grid_0,,,2024-11-12 17:27:47
37.489825,126.992682,방배4동,grid_0,,,2025-07-09 00:50:36
37.489825,126.992682,방배4동,grid_2,,,2024-09-19 14:10:29
37.489825,126.992682,방배4동,grid_1,,,2025-06-05 04:30:09
37.478293,127.028358,양재1동,grid_2,,,2025-08-05 17:04:21
37.478293,127.028358,양재1동,grid_2,,,2025-04-17 16:42:23
37.478293,127.028358,양재1동,grid_0,,,2025-07-01 10:11:14
37.478293,127.028358,양재1동,grid_cover,,,2024-11-11 02:30:39
37.478293,127.028358,양재1동,grid_2,,,2024-10-26 17:35:14
37.48429,127.018559,서초1동,grid_0,,,2025-05-27 04:19:56
37.48429,127.018559,서초1동,grid_0,,,2024-09-25 05:43:38
37.48429,127.018559,서초1동,grid_cover,,,2024-09-13 16:03:08
37.48429,127.018559,서초1동,grid_1,,,2025-03-04 10:20:02
37.48429,127.018559,서초1동,grid_0,,,2024-12-04 23:57:30
37.4822,127.004144,서초3동,grid_cover,,,2025-01-21 11:19:00
37.4822,127.004144,서초3동,grid_1,,,2024-10-14 10:02:16
37.4822,127.004144,서초3동,grid_1,,,2025-02-28 17:38:05
37.4822,127.004144,서초3동,grid_1,,,2025-04-22 10:58:32
37.4822,127.004144,서초3동,grid_cover,,,2025-02-05 13:14:54
37.462002,126.990329,방배2동,grid_cover,,,2025-07-23 11:57:29
37.462002,126.990329,방배2동,grid_0,,,2025-02-02 19:45:48
37.462002,126.990329,방배2동,grid_0,,,2025-04-11 08:04:50
37.462002,126.990329,방배2동,grid_cover,,,2025-04-29 07:19:09
37.462002,126.990329,방배2동,grid_2,,,2024-09-08 05:23:47
37.504678,126.99218,반포2동,grid_0,,,2024-11-05 10:32:20
37.504678,126.99218,반포2동,grid_cover,,,2025-08-29 04:15:47
37.504678,126.99218,반포2동,grid_2,,,2024-11-06 21:13:42
37.504678,126.99218,반포2동,grid_0,,,2024-09-22 07:27:02
37.504678,126.99218,반포2동,grid_cover,,,2025-05-25 08:56:47
37.525132,127.014439,잠원동,grid_cover,,,2025-05-16 09:40:27
37.525132,127.014439,잠원동,grid_0,,,2025-01-01 02:37:15
37.525132,127.014439,잠원동,grid_cover,,,2025-08-07 02:21:22
37.525132,127.014439,잠원동,grid_0,,,2025-03-11 09:36:22
37.525132,127.014439,잠원동,grid_cover,,,2025-03-14 10:11:04
37.492084,126.99093,방배4동,grid_1,,,2025-04-05 18:27:31
37.492084,126.99093,방배4동,grid_0,,,2025-08-11 17:22:10
37.492084,126.99093,방배4동,grid_cover,,,2025-08-05 12:53:50
37.492084,126.99093,방배4동,grid_2,,,2025-01-03 05:43:56
37.492084,126.99093,방배4동,grid_2,,,2025-07-26 10:44:22
37.467496,127.059606,내곡동,grid_0,,,2025-01-10 15:16:47
37.467496,127.059606,내곡동,grid_0,,,2025-01-17 12:23:53
37.467496,127.059606,내곡동,grid_cover,,,2025-06-16 18:57:26
37.467496,127.059606,내곡동,grid_2,,,2025-01-27 20:13:46
37.467496,127.059606,내곡동,grid_0,,,2025-05-25 02:18:43
37.468159,127.035717,양재2동,grid_2,,,2024-11-17 10:28:25
37.468159,127.035717,양재2동,grid_0,,,2024-12-04 21:39:44
37.468159,127.035717,양재2동,grid_2,,,2025-01-24 17:33:24
37.468159,127.035717,양재2동,grid_0,,,2025-05-23 02:58:17
37.468159,127.035717,양재2동,grid_2,,,2024-11-11 21:13:43
37.451348,127.051131,양재2동,grid_0,,,2024-09-10 22:34:28
37.451348,127.051131,양재2동,grid_0,,,2025-08-31 15:15:29
37.451348,127.051131,양재2동,grid_cover,,,2024-11-23 10:43:17
37.451348,127.051131,양재2동,grid_0,,,2024-09-26 19:29:16
37.451348,127.051131,양재2동,grid_cover,,,2025-08-03 17:44:13
37.460844,127.057256,내곡동,grid_2,,,2024-12-26 00:30:57
37.460844,127.057256,내곡동,grid_2,,,2024-10-17 03:34:25
37.460844,127.057256,내곡동,grid_cover,,,2024-11-26 02:55:53
37.460844,127.057256,내곡동,grid_1,,,2025-07-08 18:13:28
37.460844,127.057256,내곡동,grid_2,,,2025-01-17 04:21:03
37.478538,127.000061,방배3동,grid_2,,,2025-06-06 23:14:40
37.478538,127.000061,방배3동,grid_1,,,2024-09-26 18:58:24
37.478538,127.000061,방배3동,grid_cover,,,2024-11-28 01:00:11
37.478538,127.000061,방배3동,grid_cover,,,2024-10-05 17:07:49
37.478538,127.000061,방배3동,grid_1,,,2024-12-17 22:21:00
37.478785,126.989388,방배2동,grid_2,,,2025-03-30 10:39:16
37.478785,126.989388,방배2동,grid_1,,,2025-05-10 10:19:48
37.478785,126.989388,방배2동,grid_1,,,2025-07-26 07:37:33
37.478785,126.989388,방배2동,grid_cover,,,2025-04-09 15:43:37
37.478785,126.989388,방배2동,grid_2,,,2025-06-27 20:12:33
37.462737,126.993396,방배2동,grid_2,,,2025-07-04 22:46:43
37.462737,126.993396,방배2동,grid_0,,,2024-09-17 12:26:19
37.462737,126.993396,방배2동,grid_0,,,2025-07-03 08:38:19
37.462737,126.993396,방배2동,grid_0,,,2025-08-13 10:42:50
37.462737,126.993396,방배2동,grid_cover,,,2025-06-26 18:30:24
37.481276,127.00558,서초3동,grid_cover,,,2024-12-01 16:51:05
37.481276,127.00558,서초3동,grid_1,,,2025-04-26 09:32:58
37.481276,127.00558,서초3동,grid_2,,,2025-08-25 10:59:17
37.481276,127.00558,서초3동,grid_0,,,2024-12-07 15:30:24
37.481276,127.00558,서초3동,grid_1,,,2024-10-18 00:52:12
37.504646,126.992656,반포2동,grid_0,,,2025-07-20 12:43:14
37.504646,126.992656,반포2동,grid_0,,,2024-10-20 18:52:35
37.504646,126.992656,반포2동,grid_2,,,2025-06-25 12:13:25
37.504646,126.992656,반포2동,grid_cover,,,2024-11-03 17:51:35
37.504646,126.992656,반포2동,grid_cover,,,2025-08-17 04:58:28
37.476359,127.0133,서초3동,grid_0,,,2024-10-28 11:44:59
37.476359,127.0133,서초3동,grid_cover,,,2024-11-15 18:53:46
37.476359,127.0133,서초3동,grid_cover,,,2025-01-13 11:11:39
37.476359,127.0133,서초3동,grid_cover,,,2025-06-05 11:38:24
37.476359,127.0133,서초3동,grid_0,,,2025-03-31 11:51:32
37.458549,127.017772,양재1동,grid_1,,,2025-01-04 14:14:18
37.458549,127.017772,양재1동,grid_0,,,2025-08-26 13:30:59
37.458549,127.017772,양재1동,grid_0,,,2025-03-16 11:31:09
37.458549,127.017772,양재1동,grid_1,,,2025-03-18 04:44:29
37.458549,127.017772,양재1동,grid_cover,,,2025-03-07 00:03:05
37.495686,127.000124,반포4동,grid_2,,,2024-10-23 07:35:37
37.495686,127.000124,반포4동,grid_1,,,2025-01-21 20:56:54
37.495686,127.000124,반포4동,grid_0,,,2024-10-16 05:59:25
37.495686,127.000124,반포4동,grid_0,,,2025-05-15 20:25:50
37.495686,127.000124,반포4동,grid_0,,,2024-10-13 06:58:45
37.4839,127.030288,서초2동,grid_1,,,2024-12-24 00:30:48
37.4839,127.030288,서초2동,grid_2,,,2025-02-12 13:50:36
37.4839,127.030288,서초2동,grid_1,,,2025-04-21 08:09:00
37.4839,127.030288,서초2동,grid_0,,,2024-10-10 19:41:29
37.4839,127.030288,서초2동,grid_0,,,2024-12-25 16:05:22
37.477066,127.005777,방배3동,grid_1,,,2025-01-07 19:16:14
37.477066,127.005777,방배3동,grid_1,,,2024-12-29 19:36:31
37.477066,127.005777,방배3동,grid_2,,,2025-02-02 02:43:00
37.477066,127.005777,방배3동,grid_1,,,2025-01-30 03:45:19
37.477066,127.005777,방배3동,grid_1,,,2024-09-26 12:07:08
37.506417,126.994695,반포2동,grid_0,,,2025-06-01 21:42:56
37.506417,126.994695,반포2동,grid_0,,,2024-11-24 08:44:31
37.506417,126.994695,반포2동,grid_0,,,2025-04-25 08:53:30
37.506417,126.994695,반포2동,grid_cover,,,2025-08-24 23:24:47
37.506417,126.994695,반포2동,grid_cover,,,2025-01-06 17:21:23
37.507578,126.981508,반포본동,grid_0,,,2025-08-09 20:21:47
37.507578,126.981508,반포본동,grid_0,,,2024-10-07 17:21:12
37.507578,126.981508,반포본동,grid_0,,,2024-10-28 03:11:32
37.507578,126.981508,반포본동,grid_1,,,2025-05-22 05:02:45
37.507578,126.981508,반포본동,grid_0,,,2024-09-06 14:29:34
37.482774,127.000364,방배1동,grid_0,,,2025-06-12 04:39:59
37.482774,127.000364,방배1동,grid_0,,,2025-01-24 09:38:41
37.482774,127.000364,방배1동,grid_0,,,2025-05-23 09:33:01
37.482774,127.000364,방배1동,grid_0,,,2025-06-02 06:27:38
37.482774,127.000364,방배1동,grid_1,,,2025-08-24 09:35:36
37.496234,127.001331,반포4동,grid_cover,,,2025-01-19 14:13:42
37.496234,127.001331,반포4동,grid_0,,,2025-02-27 21:50:08
37.496234,127.001331,반포4동,grid_2,,,2024-09-15 15:01:03
37.496234,127.001331,반포4동,grid_1,,,2024-09-05 00:25:59
37.496234,127.001331,반포4동,grid_2,,,2025-02-13 00:57:15
37.480378,127.018204,서초3동,grid_1,,,2025-06-17 10:23:43
37.480378,127.018204,서초3동,grid_1,,,2025-05-22 09:20:55
37.480378,127.018204,서초3동,grid_2,,,2024-10-29 22:30:55
37.480378,127.018204,서초3동,grid_1,,,2024-09-15 08:46:30
37.480378,127.018204,서초3동,grid_2,,,2025-02-26 14:14:23
37.483408,127.033017,서초2동,grid_0,,,2025-04-25 13:11:25
37.483408,127.033017,서초2동,grid_cover,,,2025-09-01 12:40:39
37.483408,127.033017,서초2동,grid_0,,,2024-12-27 04:21:06
37.483408,127.033017,서초2동,grid_cover,,,2024-12-27 13:21:41
37.483408,127.033017,서초2동,grid_cover,,,2025-08-27 04:15:52
37.507318,127.014932,반포1동,grid_0,,,2025-08-10 21:46:51
37.507318,127.014932,반포1동,grid_0,,,2025-02-10 11:51:00
37.507318,127.014932,반포1동,grid_1,,,2025-03-31 20:22:36
37.507318,127.014932,반포1동,grid_2,,,2025-04-05 22:21:38
37.507318,127.014932,반포1동,grid_2,,,2024-12-10 10:23:24
37.481501,127.017551,서초3동,grid_0,,,2025-08-26 16:25:58
37.481501,127.017551,서초3동,grid_cover,,,2024-10-08 19:35:03
37.481501,127.017551,서초3동,grid_0,,,2025-05-29 10:45:02
37.481501,127.017551,서초3동,grid_0,,,2024-10-29 19:56:44
37.481501,127.017551,서초3동,grid_1,,,2025-02-11 16:25:01
37.470111,126.985118,방배2동,grid_0,,,2025-04-09 02:43:58
37.470111,126.985118,방배2동,grid_2,,,2025-02-28 07:20:59
37.470111,126.985118,방배2동,grid_1,,,2025-05-01 09:40:51
37.470111,126.985118,방배2동,grid_cover,,,2025-01-26 11:09:30
37.470111,126.985118,방배2동,grid_2,,,2024-10-18 21:53:02
37.522867,127.007439,잠원동,grid_0,,,2024-10-17 03:55:13
37.522867,127.007439,잠원동,grid_2,,,2025-02-14 07:11:29
37.522867,127.007439,잠원동,grid_cover,,,2025-04-19 15:18:08
37.522867,127.007439,잠원동,grid_cover,,,2025-04-27 00:30:16
37.522867,127.007439,잠원동,grid_1,,,2024-09-20 18:22:06
37.453228,127.04579,양재2동,grid_2,,,2025-06-27 14:01:54
37.453228,127.04579,양재2동,grid_0,,,2025-03-27 08:01:07
37.453228,127.04579,양재2동,grid_2,,,2025-08-29 03:24:44
37.453228,127.04579,양재2동,grid_0,,,2024-10-09 17:46:34
37.453228,127.04579,양재2동,grid_1,,,2024-09-28 06:20:53
37.465116,127.047448,내곡동,grid_0,,,2025-01-13 11:39:43
37.465116,127.047448,내곡동,grid_0,,,2024-09-18 21:52:48
37.465116,127.047448,내곡동,grid_2,,,2025-06-13 05:44:03
37.465116,127.047448,내곡동,grid_0,,,2025-07-17 13:33:59
37.465116,127.047448,내곡동,grid_0,,,2024-12-20 01:33:24
37.468035,127.004998,양재1동,grid_0,,,2025-02-10 11:52:22
37.468035,127.004998,양재1동,grid_cover,,,2025-05-03 23:46:26
37.468035,127.004998,양재1동,grid_1,,,2025-04-01 15:27:05
37.468035,127.004998,양재1동,grid_0,,,2025-06-03 18:24:21
37.468035,127.004998,양재1동,grid_1,,,2024-10-27 09:02:40
37.451123,127.058758,내곡동,grid_1,,,2025-05-06 22:53:33
37.451123,127.058758,내곡동,grid_0,,,2025-07-10 12:17:44
37.451123,127.058758,내곡동,grid_0,,,2025-01-10 07:42:20
37.451123,127.058758,내곡동,grid_cover,,,2025-03-22 21:25:13
37.451123,127.058758,내곡동,grid_1,,,2025-08-16 23:28:13
37.467542,127.025673,양재1동,grid_1,,,2025-05-31 04:56:57
37.467542,127.025673,양재1동,grid_0,,,2025-06-25 03:11:20
37.467542,127.025673,양재1동,grid_1,,,2024-09-10 21:05:02
37.467542,127.025673,양재1동,grid_2,,,2025-08-15 15:39:39
37.467542,127.025673,양재1동,grid_0,,,2025-06-09 17:38:19
37.512974,127.012853,잠원동,grid_0,,,2025-05-18 06:54:49
